relative_path,area,provenance,extension,filename,basename,size_bytes,cluster,inferred_function,source_hint
Anti\VALUTA\DLL\TEAOR\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,831488,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\TEAOR\MAKEDLL\teaorsel.dll,VALUTA,original,.dll,teaorsel.dll,teaorsel,828416,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\TERMINAL\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,784896,terminal,Terminal vagy peripheral integration,
Anti\VALUTA\DLL\TERMINAL\MAKEDLL\Terminal.dll,VALUTA,original,.dll,Terminal.dll,Terminal,781824,terminal,Terminal vagy peripheral integration,
Anti\VALUTA\DLL\TERROR\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,688128,aml-sanctions,Szankcios vagy terrorlista ellenorzes,
Anti\VALUTA\DLL\TERROR\MAKEDLL\terrlist.dll,VALUTA,original,.dll,terrlist.dll,terrlist,684032,aml-sanctions,Szankcios vagy terrorlista ellenorzes,
Anti\VALUTA\DLL\TESCO\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,1825792,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\TESCO\MAKEDLL\Tesco.dll,VALUTA,original,.dll,Tesco.dll,Tesco,1823744,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\UGYFEL\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,1306624,customer-aml,Ugyfelkezeles es AML,
Anti\VALUTA\DLL\UGYFEL\MAKEDLL\Ugyfel.dll,VALUTA,original,.dll,Ugyfel.dll,Ugyfel,1304064,customer-aml,Ugyfelkezeles es AML,
Anti\VALUTA\DLL\UGYFELTMK\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,859648,customer-aml,Ugyfelkezeles es AML,
Anti\VALUTA\DLL\UGYFELTMK\MAKEDLL\UGYFTMK.dll,VALUTA,original,.dll,UGYFTMK.dll,UGYFTMK,856576,customer-aml,Ugyfelkezeles es AML,
Anti\VALUTA\DLL\UGYFELTMK\WUNION\EXEPROBA\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,411648,western-union,Western Union integracio,
Anti\VALUTA\DLL\UGYFELTMK\WUNION\MAKEDLL\Wunion.dll,VALUTA,original,.dll,Wunion.dll,Wunion,1318912,western-union,Western Union integracio,
Anti\VALUTA\DLL\UJSCANNER\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,863232,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\UJSCANNER\MAKEDLL\scanner.dll,VALUTA,original,.dll,scanner.dll,scanner,860672,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\VASARLAS\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,910848,transaction-buy,Valuta veteli tranzakcio,
Anti\VALUTA\DLL\VASARLAS\MAKEDLL\Vasarlas.dll,VALUTA,original,.dll,Vasarlas.dll,Vasarlas,908800,transaction-buy,Valuta veteli tranzakcio,
Anti\VALUTA\DLL\VERZFRIS\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,788992,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\VERZFRIS\EXPROBA\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,406016,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\VERZFRIS\MAKEDLL\verzfris.dll,VALUTA,original,.dll,verzfris.dll,verzfris,781824,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\WUNION\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,1320960,western-union,Western Union integracio,
Anti\VALUTA\DLL\WUNION\EXEPROBA\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,411648,western-union,Western Union integracio,
Anti\VALUTA\DLL\WUNION\MAKEDLL\Wunion.dll,VALUTA,original,.dll,Wunion.dll,Wunion,1318912,western-union,Western Union integracio,
Anti\VALUTA\DLL\XTRANZ\DEBUG\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,874496,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\XTRANZ\EXEPROBA\Project1.exe,VALUTA,original,.exe,Project1.exe,Project1,389120,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\DLL\XTRANZ\MAKEDLL\Xtranz.dll,VALUTA,original,.dll,Xtranz.dll,Xtranz,871424,legacy-dll,Legacy plugin vagy shared library,
Anti\VALUTA\IBVALTO\IBVALTO.exe,VALUTA,original,.exe,IBVALTO.exe,IBVALTO,1361408,cashdesk-shell,Fo valutavalto shell es UI orchestration,Anti\VALUTA\IBVALTO\IBVALTO.DPR
Anti\VALUTA\TRADE\fejleszt\alap\coupon.exe,VALUTA,original,.exe,coupon.exe,coupon,22928595,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\alap\project1.exe,VALUTA,original,.exe,project1.exe,project1,787456,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\dijak\palyadij.exe,VALUTA,original,.exe,palyadij.exe,palyadij,672256,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\dijak\project1.exe,VALUTA,original,.exe,project1.exe,project1,672256,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\libeay32.dll,VALUTA,original,.dll,libeay32.dll,libeay32,684032,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\msvcr100.dll,VALUTA,original,.dll,msvcr100.dll,msvcr100,773968,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\ssleay32.dll,VALUTA,original,.dll,ssleay32.dll,ssleay32,155648,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\trade.exe,VALUTA,original,.exe,trade.exe,trade,2325504,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\VALUTA\TRADE\fejleszt\vsinit.dll,VALUTA,original,.dll,vsinit.dll,vsinit,75032,trade-module,Kulon trade es kiegeszito kereskedelmi modul,Anti\VALUTA\TRADE\fejleszt\trade.dpr
Anti\SZERVER\_extracted\ERTEKTAR\etdll\arftmk\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,957952,rates,Arfolyam karbantarto modul,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\arftmk\makedll\arftmk.dll,SZERVER,extracted,.dll,arftmk.dll,arftmk,955904,rates,Arfolyam karbantarto modul,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\atadolap\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,741888,vault-transfer,Atadolap es handover dokumentum,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\atadolap\makedll\atadolap.dll,SZERVER,extracted,.dll,atadolap.dll,atadolap,738816,vault-transfer,Atadolap es handover dokumentum,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\atadvet\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,1412608,vault-transfer,Penztarak vagy ertektarak kozotti atadas-atvetel,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\atadvet\makedll\atadvet.dll,SZERVER,extracted,.dll,atadvet.dll,atadvet,1410048,vault-transfer,Penztarak vagy ertektarak kozotti atadas-atvetel,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\bizodisp\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,987648,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\bizodisp\makedll\bizodisp.dll,SZERVER,extracted,.dll,bizodisp.dll,bizodisp,985088,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\bloknyom\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,683008,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\bloknyom\makedll\bloknyom.dll,SZERVER,extracted,.dll,bloknyom.dll,bloknyom,675840,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\checklst\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,776192,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\checklst\makedll\checklst.dll,SZERVER,extracted,.dll,checklst.dll,checklst,774144,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimlctrl\makedll\cimlctrl.dll,SZERVER,extracted,.dll,cimlctrl.dll,cimlctrl,672256,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimlet\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,763904,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimlet\makedll\cimlet.dll,SZERVER,extracted,.dll,cimlet.dll,cimlet,763392,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimlmenu\makedll\cimlmenu.dll,SZERVER,extracted,.dll,cimlmenu.dll,cimlmenu,688128,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimlnyom\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,721408,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimlnyom\makedll\cimlnyom.dll,SZERVER,extracted,.dll,cimlnyom.dll,cimlnyom,734720,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimsetup\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,498688,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\cimsetup\makedll\cimsetup.dll,SZERVER,extracted,.dll,cimsetup.dll,cimsetup,498176,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\estizar\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,898560,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\estizar\makedll\estizar.dll,SZERVER,extracted,.dll,estizar.dll,estizar,896000,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\getarf\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,696832,rates-sync,Arfolyam letoltes vagy rates sync,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\getarf\makedll\getarf.dll,SZERVER,extracted,.dll,getarf.dll,getarf,694784,rates-sync,Arfolyam letoltes vagy rates sync,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\getellen\debug\project1.exe,SZERVER,extracted,.exe,project1.exe,project1,680448,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\getellen\makedll\getellen.dll,SZERVER,extracted,.dll,getellen.dll,getellen,677888,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\ERTEKTAR\etdll\getplomb\makedll\getplomb.dll,SZERVER,extracted,.dll,getplomb.dll,getplomb,685056,legacy-dll,Legacy plugin vagy shared library,
